,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
336,,stori start januari undergon biopsi oper day due get result return home went well next year becam awar granular feel breast turn anoth primari cancer would requir mastectomi year later feel discomfort arm found larg lump night christma eve next day made appoint see doctor immedi christma famili come afternoon best forget enjoy festiv lisa kim simon mother erica die june death husband john found account experi breast cancer written find excerpt write,1,,,,
337,,look back emot wreck work gave someth focus found difficult sit still rest oper usual activ person came term fact need order heal aisl found difficult adjust new pace life diagnos breast cancer feel like shes made progress,1,,,,
338,,emma willi share common sign symptom breast cancer new video remind women lump look notjustalump find bccare org uk notjustalump http bccare org uk notjustalump,0,,,,
339,,determin give audienc show never forget rais awar could help save live real full monti breast cancer awar tonight pm itv https goo gl bkj ny https breastcancernow org search googl get involv campaign us itv real full monti support peopl live breast cancer,0,,,,
340,,show like watch celebr courag model step onto catwalk follow breast cancer diagnosi pleas donat women men like reach essenti support servic miss show london associ dorothi perkin,0,,,,
341,,breast cancer nurs rachel louis answer question breast cancer,0,,,,
342,,alreadi ad name petit demand uk health leader take action everyon secondari breast cancer live well long possibl need help reach sign petit today,0,,,,
343,,reliv fashion show like courag model take catwalk follow breast cancer diagnosi,0,,,,
344,,stop everyon incur secondari breast cancer receiv prompt diagnosi fast access treatment need support clinic nurs specialist today launch unsurvivor new campaign shine light experi peopl live secondari breast cancer call urgent chang https action breastcancernow org unsurvivorsutm sourc facebooko utm medium social utm campaign polici utm content unsurvivorslaunchvideo https action breastcancernow org demand chang peopl secondari breast cancerutm campaign polici utm content unsurvivorslaunchvideo utm medium social utm sourc facebooko,0,,,,
345,,earlier breast cancer diagnos better chanc success treatment import check breast regular see gp notic chang check breast take minut special techniqu need train simpl tlc touch look check here quick guid look check breast https breastcancernow org inform support got breast cancer sign symptom breast cancerutm sourc facebooko utm medium social utm campaign servic utm content tlc,0,,,,
346,,world cancer day talk live someon like servic match someon listen share experi offer support senior clinic nurs specialist rachel rawson join anita charlott volunt part servic help other like would like ask rachel anita charlott,0,,,,
347,,secondari breast cancer awar day talk live dr simon vincent director research support influenc togeth research dr damir vareslija award walk walk fellowship professor clare isack work treat better understand secondari breast cancer would like ask them,0,,,,
348,,would like know breast cancer someth your unsur around treatment side effect mayb life cancer talk live breast cancer nurs addi breast care nurs sarah answer question,0,,,,
349,,went live talk finish hospit base treatment move forward breast cancer week reveal women find end hospit treatment hardest part diagnosi care breast cancer campaign join us messag local politician https www breastcancercar org uk get involv campaign us care breast cancerutm sourc facebook utm medium social utm content facebooklivecabc utm campaign cabc live clinic nurs specialist jane murphi volunt hedwig hegterman person experi breast cancer,0,,,,
350,,talk breast surgeon author liz oriordan live deal side effect hormon therapi experi breast cancer,0,,,,
351,,women famili histori cancer turn tamoxifen could cut risk get breast cancer fear side effect vital women offer tamoxifen side effect disrupt day day life risk reduc surgeri mastectomi regular screen could practic prefer women,0,,,,
352,,christma give messag support research work tireless throughout year find way treat prevent breast cancer improv live affect would like say research christma,0,,,,
353,,relationship breast alway straightforward mani us journey discoveri whether embrac confus hide love adjust check https breastcancernow org inform support check breastsutm sourc facebooko utm medium social utm campaign tlc utm content tlcvideo,0,,,,
