,Message,Narrative,,,,
,"Dr. Susan Thomas is on the front lines in the fight against breast cancer. She is one of the super heroes fighting to end this devastating disease. And for more than 35 years, Susan G. Komen has been by the side of innovative researchers, like Dr. Thomas. Learn more: komen.org/frontlines",,,,,
,"Darlene Mims, community health supervisor and cancer services leader, is on the front lines in the fight against breast cancer. Every day she works to detect breast cancers early and helps patients navigate complicated health care systems all the way through treatment. Learn more: komen.org/frontlines",,,,,
,,,,,,
,"Oral parity would require insurance to cover oral chemotherapy drugs the same as they do for IV. This would allow for breast cancer patients to choose the treatment best for them, not just the one that insurance covers. Join us in fighting for oral parity: http://bit.ly/KomenAdvocates",,,,,
,"“What’s next? Because I have two kids and I’ve got to be there for them.” – Marie Forbes, breast cancer survivor. This healthy & strong widowed mom of two didn’t expect to be blindsided with a breast cancer diagnosis after finding a lump herself 6 months following a mammogram. Meet Marie Forbes and her now husband, Glenn, who fought through this diagnosis together: https://ww5.komen.org/yourone/",,,,,
,"We’re thrilled to hear about the FDA's accelerated approval of the first immunotherapy treatment for metastatic breast cancer patients. This new therapy option is an exciting advance in treating metastatic, triple negative breast cancer. Learn more: http://sgk.mn/2F8bUnp",,,,,
,"“Although we hadn’t realized it yet, the worst news was still to come.” While moving to a new home and taking care of her newborn baby, Emily Garnett and her family received the most unexpected news – a metastatic breast cancer diagnosis. Tell us what your life was like at the time of your diagnosis and read more about her story here: https://ww5.komen.org/yourone",,,,,
,This is #unacceptable. Cancer is the same in every language. So is our desire to combat it – and end it – forever. Tell us how you’re going to take action today and all year to help fight cancer. #WorldCancerDay,,,,,
,"One thing both sides of the government should be able to agree on is that no one should die from breast cancer, especially due to not being able to access the care they need. Read more about this issue from our President & CEO Paula Schneider & check out our Susan G. Komen Advocacy page to see how you can take action. https://bit.ly/2FQ5dqS:=:https://thehill.com/opinion/healthcare/426445-breast-cancer-is-not-a-partisan-issue-we-need-to-work-together-to-address",,,,,
,"It takes a village to do the work we do for breast cancer patients and survivors, and they're all are counting on us. Give a gift of hope this holiday season - it will make DOUBLE the difference, thanks to anonymous matching gift up to $500K. #AreYouIn?",,,,,
,Breast cancer occurs when cells in the breast divide and grow without their normal control. Learn more about breast cancer and risk factors here: http://sgk.mn/2QWPs4u,,,,,
,"We had the best day honoring everyone affected by breast cancer on and off the field at the Dallas Cowboys game. Thank you, Cowboys, for your partnership and commitment to helping us end breast cancer forever. https://ww5.komen.org/dallas-cowboys.aspx #Cowboys4Komen",,,,,
,"""The Army helped me become stronger through this journey because it pushed me to do better - I didn't want to be the weak soldier."" Read more about how Wilmarys Roman received an #unacceptable breast cancer diagnosis as she embarked on her journey to serve our country: http://sgk.mn/29YHGFB.",,,,,
,"“You never think you are going to be the one to hear those words that you have #breastcancer…now I give those extra hugs because I don’t want to take time for granted.” – Tanya Wegner, diagnosed at 44 years old. http://sgk.mn/2zDA46j",,,,,
,Tag the people in your life who lift you higher! #MotivationalMonday,,,,,
,"“Give yourself time to take in the news, then collect yourself so you can focus on what’s ahead. Keep yourself surrounded by loved ones, do not try to do it alone. I kept my family around me because the presence of them gave me peace of mind.” -Joanna Cervantes, breast cancer survivor. http://sgk.mn/2t24sWE What is your advice for someone who was just diagnosed with breast cancer?",,,,,
,Never forget this! #MotivationalMonday,,,,,
,"""I was diagnosed with Stage 3 breast cancer at the age of 37 while 7 months pregnant with my third child. At diagnosis, I was shocked because I had never smoked, drank, had breastfed my other two kids and had always been active and eaten healthy. It seemed so unfair."" -Lucie Howe, breast cancer survivor. Read more about Lucie's fight against breast cancer during and after pregnancy: http://sgk.mn/2t3xCl0",,,,,
,"When diagnosed with #metastatic #breastcancer, Sally Hendrickson became overwhelmed by her health issues and how she would pay for treatment. When she felt like she had nowhere else to turn, she called the Komen Breast Care Helpline, where a specially trained oncology social worker was able to alleviate many of her concerns. Read how the Komen Breast Care Helpline helped Sally and is available to help others affected by breast cancer, thanks to our partner Eli Lilly and Company: http://sgk.mn/2sT7MRv Never hesitate to call our Helpline at 1-877 GO KOMEN (1-877-465-6636).",,,,,
,"This Memorial Day, and every day, we are grateful for those who have sacrificed to serve our country. #MemorialDay",,,,,
,"""#DearMom, in 2011, we started a journey together that no mother & daughter should share. Hearing you say 'They said it’s breast cancer' and having to repeat those very same words to myself two months later was one of the hardest moments in my life. We have no control over what happens on this journey but my blessing is sharing it with you! You are my She’ro!"" - Madeline Long, breast cancer survivor & co-survivor. Show your mom some love and share your #DearMom story with her this Mother's Day.",,,,,
,"In some cases, a financial burden is felt by breast cancer patients with high deductible health plans. Resources, like the Komen Breast Care Helpline, aim to help patients in these situations. Read more: https://nyti.ms/2rj80AI:=:https://www.nytimes.com/2018/05/04/health/breast-cancer-insurance-deductibles.html",,,,,
,The smallest gestures sometimes go the longest way. #MotivationalMonday,,,,,
,Breast screenings and treatments should not be out of reach for patients due to astronomical costs. They need our help to change this. Learn more about why it's important that we continue engaging policymakers and how Mona has made it her mission to help patients facing similar barriers: http://sgk.mn/2IDZEL5,,,,,
,"Today is TNBC Day! Learn more about triple negative breast cancer, prognoses, treatments, and clinical trials: http://sgk.mn/2F74DVH #TNBCDay",,,,,
,We must eliminate avoidable health disparities. Learn about how Komen and researchers like Dr. Funmi Olopade are working toward solutions here: https://ww5.komen.org/enddisparities/ #BlackHistoryMonth,,,,,
,Wishing you a safe and fun New Years Eve!,,,,,
,"During this season, we are reminded of all the loved ones we have in our lives. Give a shout out to yours!",,,,,
,"Everybody has a story, and here is Claire’s. Komen and Amazon Kindle are working together to offer all of our supporters a 30-day FREE trial for Kindle Unlimited! For a limited time, Amazon will donate $5 to Komen for each eligible customer that starts a 30-day free trial of Kindle Unlimited, up to $200,000. Sign up now: https://ww5.komen.org/amazon/",,,,,
,"Eileen was diagnosed with breast cancer at 28 years old, just a few months before marrying the love of her life. She got married in a wig, after having aggressive chemo and radiation. Give in honor of women like Eileen. Your dollars will be doubled up to $1.5 million, thanks to a matching gift from Odonate: BeMoreThanPink.org #GivingTuesday",,,,,
