Message,Narrative,Non-narrative
"At just 9 years old, Summer made the brave decision to shave her head for game-changing breast cancer research. Angela, Summer's mum, was diagnosed with breast cancer this year. When Angela's hair started falling out during chemo, she decided to shave it and that's when Summer knew she wanted to do the same to support her mum. Summer's a true Zero Hero hitting her fundraising target within 3 hours of the fundraising page going live. Join us in thanking Summer for her inspiring support. Do you want to brave the shave? https://nbcf.org.au/fundraise/ #ZeroHero #ZeroBy2030",1,0
"Since NBCF’s inception in 1994, 44,000 Australian lives have been saved from breast cancer. But without continued investment in world-class research, more lives would be lost by 2030. With your support, we will continue to invest in cutting-edge research projects to achieve zero deaths from breast cancer by 2030. Join our mission today: give.nbcf.org.au/_donate:=:https://give.nbcf.org.au/_donate/ #ZeroBy2030",0,1
Let’s make it 100%. Help us make the screening stats higher this October by sharing this post with your family and friends and reminding them to attend regular breast check screenings. Because early detection is the best way to beat breast cancer. #BeBreastAware #ZeroBy2030 #BCAM,0,1
Funded BRCA testing is now available for high risk patients without having to queue up in the public system or travel long distances to a public familial cancer clinic. Find out more at http://bit.ly/2lMpLIu,0,1
"We’d like to say a big thank you to our long-term supporter Judi Adams! Judi has been supporting the National Breast Cancer Foundation for over twelve years and today we congratulate her on achieving an incredible $400,000 raised for NBCF. She has made a huge impact on her community in Tasmania; reaching out to businesses, media, individuals and organisations to support our goal of zero deaths from breast cancer by 2030. Judi has organised countless events big and small, including Pink Ribbon Breakfasts, Shannon’s Take Your Tops Off car show, lighting up Hobart pink through Lumin8 Hobart, the annual MMIB Pink Cup and many more. In 2017, Judi will once again demonstrate her incredible commitment to funding breast cancer research as she joins a group of 12 other supporters to trek Spain as part of Path Towards a Cure: El Camino. Judi puts her incredible success down to not being afraid to reach out; “Don’t be afraid to think outside the box, be creative and never be afraid to approach others and ask for support or help – the worst that can happen is they say no.” Well done to Judi and her supporters on the Hobart fundraising committee. We couldn’t do what we do without you.",1,0
A research project funded by NBCF is on the verge of a significant breakthrough in the prevention and treatment of secondary breast cancer. Thank you to all our supporters! Your donations help us to continue to fund life-changing breast cancer research.,0,1
"I cannot change yesterday, but I can change today. #MondayMotivation",0,1
Join the 55 Squat Challenge - starts in 2 WEEKS! 💪 By joining you will be staying active and raising funds for life-saving breast cancer research. REGISTER TODAY and let’s squat for breast cancer research! http://bit.ly/55squatchallenge:=:https://fundraise.nbcf.org.au/event/the-55-squat-challenge/home#utm_source=facebook&utm_medium=cpc&utm_campaign=nbcf_sc21_elevate_ads,0,1
"Get the word out about your GO PINK pledge TODAY! Share this post and ask your colleagues, friends and family to sponsor you. Every dollar you raise is another step towards our goal of zero deaths from breast cancer by 2030. Together, we can beat it. 💟",0,1
"Diane was diagnosed with inflammatory breast cancer in 2018. Diane’s mother and uncle had breast cancer, but her test results for BRCA 1 & 2 faulty genes were negative. A few days after her initial cancer diagnosis, concern about a problem in Diane’s lungs led to another biopsy, which showed that the breast cancer had metastasised. Diane is now on a continuing regime of medication and injections. The nodules in her lungs have reduced significantly. Together, we are helping to change the outcomes for everyone diagnosed with metastatic breast cancer. #ZeroBy2030",1,0
"Are you ready for your next big challenge? Why not hike the Great Wall of China in May, 2018 with your crew! Flights + stay are included in the travel costs, so register now: http://bit.ly/2x3hO1I:=:https://inspiredadventures.com.au/events/nbcf-china-2018/?utm_source=facebook&utm_medium=social&utm_term=Sports+Fundraising&utm_content=RC&utm_campaign=ChinaTrek",0,1
"""Every cloud has a silver lining but that cloud is always there."" - Claudia, NBCF Speaker #MondayMotivation",0,1
A group of senior breast cancer researchers are working together to raise awareness of the issues around breast density in the hopes of improving cancer diagnosis and health outcomes for women.,0,1
"GO PINK this June to stop breast cancer. 🛑 Make your downtime more meaningful this June, GO PINK 🌸 and raise funds for breast cancer research. Register today and receive a FREE fundraise at home host kit to get you started! You can keep your social distance and still make a big difference – Sign up today!",0,1
"Metastatic (advanced) breast cancer is the leading cause of breast cancer deaths. It occurs when breast cancer spreads beyond the site of the breast – making it far more difficult to treat, and making chance of survival significantly lower. As we strive towards zero deaths from breast cancer, it’s one of our biggest research challenges – and priorities. Our researchers are busy creating a new reality. This Breast Cancer Awareness Month, we need your help to fund more. Your support can, and will save lives. Donate today at http://nbcf.org.au",0,1
"Meet Mei-ling Billing. Last year at just 36 years of age, she was diagnosed with breast cancer. “Even after a mastectomy, six months of chemo and six weeks of radiotherapy, I still can't believe it happened to me. One in eight women are diagnosed with breast cancer and for me, this stat is simply too high.” She will be running the City2Surf on Sunday with a group of her closest friends and family as part of Team McCabe, who have raised over $20,000 for NBCF. It’s not too late to purchase your entry to City2Surf and fundraise! Enter now and select National Breast Cancer Foundation as your charity: http://city2surf.com.au/",1,0
